"cyan.gene_id","cyan.cpg_count","cyan.protein_id","cyan.chr","cyan.method","cyan.feature","cyan.start","cyan.end","cyan.score","cyan.strand","cyan.phase","cyan.CDS_ID","cyan.Parent","cyan.Description","cyan.GO.SLIM","cyan.Enzyme.Codes","cyan.Enzyme.Names","cyan.InterproScan.GO.ID"
"LOC111116791",NA,"XP_022311510.1","NC_035780.1","Gnomon","CDS","30059076","30060425",".","-","0","cds2814","rna3107","uncharacterized protein LOC111116791","","","",""
"LOC111136020",39,"XP_022342293.1","NC_035784.1","Gnomon","CDS","24585365","24585388",".","-","2","cds28944","rna31578","proline dehydrogenase 1%2C mitochondrial-like isoform X1","GO:0006520;GO:0009056;GO:0009058;GO:0016491","EC:1.5.99.8","Acting on the CH-NH group of donors","GO:0004657;GO:0006525;GO:0006561;GO:0006562"
"LOC111099127",NA,"XP_022286211.1","NC_035784.1","Gnomon","CDS","24977356","24979272",".","+","0","cds28974","rna31609","protein asteroid homolog 1-like isoform X1","F:GO:0004518; P:GO:0006259; P:GO:0006950","","","GO:0004518;GO:0006281"
"LOC111133690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111128345",NA,"XP_022329631.1","NC_035780.1","Gnomon","CDS","30144821","30146905",".","-","0","cds2827","rna3120","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like","P:GO:0006399; F:GO:0043167","","","GO:0003824;GO:0008033;GO:0010181;GO:0051539;GO:0055114"
"LOC111135190",25,"XP_022340733.1","NC_035784.1","Gnomon","CDS","25598634","25598793",".","-","2","cds29033","rna31681","E3 ubiquitin-protein ligase Su(dx)-like isoform X1","F:GO:0003674; P:GO:0009056","","","GO:0005515;GO:0006511;GO:0061630"
"LOC111134895",NA,"XP_022340136.1","NC_035784.1","Gnomon","CDS","25918918","25920485",".","-","2","cds29050","rna31701","LOW QUALITY PROTEIN: F-box/LRR-repeat protein 3-like","F:GO:0003674","","","GO:0005515"
"LOC111138269",30,"XP_022345856.1","NC_035784.1","Gnomon","CDS","26041100","26041142",".","-","0","cds29061","rna31718","uncharacterized protein LOC111138269","","","",""
"LOC111138268",51,"XP_022345854.1","NC_035784.1","Gnomon","CDS","26091386","26091410",".","-","0","cds29062","rna31719","Fanconi anemia group A protein homolog","C:GO:0005654; P:GO:0006259; P:GO:0006950; C:GO:0032991","","","GO:0036297;GO:0043240"
"LOC111125294",16,"XP_022324623.1","NC_035780.1","Gnomon","CDS","30249848","30249850",".","+","0","cds2838","rna3131","ras-related GTP-binding protein C-like","F:GO:0043167","","","GO:0005525"
"LOC111137989",6,"XP_022345439.1","NC_035784.1","Gnomon","CDS","27315517","27315532",".","-","0","cds29230","rna31892","LOW QUALITY PROTEIN: protein GUCD1-like","","","",""
"LOC111137580",NA,"XP_022344797.1","NC_035784.1","Gnomon","CDS","27447085","27447225",".","+","0","cds29251","rna31916","LOW QUALITY PROTEIN: uncharacterized protein LOC111137580","C:GO:0005575","","","GO:0016021"
"LOC111135685",NA,"XP_022341666.1","NC_035784.1","Gnomon","CDS","27769534","27769651",".","-","0","cds29266","rna31932","LOW QUALITY PROTEIN: putative all-trans-retinol 13%2C14-reductase","","","",""
"LOC111134719",111,"XP_022339739.1","NC_035784.1","Gnomon","CDS","27810722","27810779",".","-","0","cds29268","rna31934","LOW QUALITY PROTEIN: ubiquitin carboxyl-terminal hydrolase 32-like","GO:0006464;GO:0008233;GO:0009056;GO:0043167","EC:3.4.19.12","Ubiquitinyl hydrolase 1","GO:0004843;GO:0005509;GO:0006511;GO:0016579"
"LOC111135182",NA,"XP_022340724.1","NC_035784.1","Gnomon","CDS","28575795","28577624",".","+","0","cds29333","rna32001","serine/arginine repetitive matrix protein 1-like","","","",""
"LOC111135653",70,"XP_022341625.1","NC_035784.1","Gnomon","CDS","28606487","28608517",".","+","0","cds29334","rna32002","uncharacterized protein LOC111135653","F:GO:0003674","","","GO:0005515"
"LOC111132992",NA,"XP_022336711.1","NC_035784.1","Gnomon","CDS","28635385","28635647",".","-","1","cds29340","rna32008","uncharacterized protein LOC111132992 isoform X1","C:GO:0005886; C:GO:0032991","","","GO:0005892"
"LOC111137958",NA,"XP_022345395.1","NC_035784.1","Gnomon","CDS","28882007","28882091",".","-","1","cds29373","rna32055","WD repeat-containing protein 5-like","F:GO:0003674","","","GO:0005515"
"LOC111134634",104,"XP_022339561.1","NC_035784.1","Gnomon","CDS","29061728","29061800",".","+","2","cds29398","rna32081","GATOR complex protein DEPDC5-like isoform X1","P:GO:0007165","","","GO:0035556"
"LOC111137280",25,"XP_022344386.1","NC_035784.1","Gnomon","CDS","29084463","29085399",".","+","0","cds29403","rna32086","microprocessor complex subunit DGCR8-like","F:GO:0003723; C:GO:0005634; C:GO:0032991; P:GO:0034641","","","GO:0003723;GO:0020037;GO:0031053;GO:0042802;GO:0070877"
"LOC111136832",10,"XP_022343663.1","NC_035784.1","Gnomon","CDS","29354685","29354836",".","+","0","cds29445","rna32130","sorting nexin-16-like","F:GO:0008289; F:GO:0043167","","","GO:0035091"
"LOC111134876",NA,"XP_022340080.1","NC_035784.1","Gnomon","CDS","29876663","29876738",".","-","0","cds29495","rna32189","uncharacterized protein LOC111134876 isoform X1","","","",""
"LOC111134877",NA,"XP_022340084.1","NC_035784.1","Gnomon","CDS","29911124","29911199",".","-","0","cds29501","rna32195","uncharacterized protein LOC111134877","","","",""
"LOC111101648",2,"XP_022289937.1","NC_035780.1","Gnomon","CDS","30655083","30655131",".","-","0","cds2877","rna3175","Rieske domain-containing protein-like","F:GO:0016491","","","GO:0016491;GO:0051537;GO:0055114"
"LOC111135198",6,"XP_022340749.1","NC_035784.1","Gnomon","CDS","30639465","30639578",".","+","1","cds29570","rna32276","DNA repair protein XRCC1-like","F:GO:0003677; C:GO:0005634; P:GO:0006259; P:GO:0006950","","","GO:0000012;GO:0003684;GO:0005634"
"LOC111135468",NA,"XP_022341279.1","NC_035784.1","Gnomon","CDS","31681888","31682013",".","+","0","cds29676","rna32386","actin%2C cytoplasmic 1-like","","","",""
"LOC111134042",8,"XP_022338522.1","NC_035784.1","Gnomon","CDS","31870404","31870491",".","-","0","cds29696","rna32406","ephrin type-B receptor 1-B-like isoform X1","GO:0005886;GO:0006464;GO:0007165;GO:0016301;GO:0043167","EC:2.7.10; EC:2.7.10.1; EC:2.7.11","Transferring phosphorus-containing groups; Receptor protein-tyrosine kinase; Transferring phosphorus-containing groups","GO:0005003;GO:0005515;GO:0005524;GO:0005887;GO:0006468;GO:0007169"
"LOC111136520",NA,"XP_022343130.1","NC_035784.1","Gnomon","CDS","32122996","32123050",".","+","2","cds29734","rna32444","phosphorylase b kinase gamma catalytic chain%2C skeletal muscle/heart isoform-like isoform X1","GO:0005737;GO:0005975;GO:0006091;GO:0006464;GO:0006520;GO:0009058;GO:0016301;GO:0032991;GO:0043167","EC:2.7.11; EC:2.7.11.19; EC:2.7.11.17","Transferring phosphorus-containing groups; Phosphorylase kinase; Calcium/calmodulin-dependent protein kinase","GO:0004689;GO:0005516;GO:0005524;GO:0005964;GO:0005978;GO:0006468;GO:0009069"
"LOC111124836",108,"XP_022323761.1","NC_035780.1","Gnomon","CDS","30836283","30836386",".","+","1","cds2900","rna3198","INO80 complex subunit D-like","","","",""
"LOC111124844",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111132968",9,"XP_022336663.1","NC_035784.1","Gnomon","CDS","32808595","32808678",".","+","0","cds29801","rna32516","LOW QUALITY PROTEIN: uncharacterized protein LOC111132968","","","",""
"LOC111135562",NA,"XP_022341431.1","NC_035784.1","Gnomon","CDS","33011247","33011363",".","-","0","cds29814","rna32529","uncharacterized protein LOC111135562 isoform X1","","","",""
"LOC111133777",4,"XP_022338132.1","NC_035784.1","Gnomon","CDS","33066379","33066573",".","+","0","cds29822","rna32537","protein SYS1 homolog","C:GO:0005794","","","GO:0000139"
"LOC111104453",NA,"XP_022294169.1","NC_035780.1","Gnomon","CDS","30982649","30982748",".","+","0","cds2910","rna3211","synaptogenesis protein syg-2-like isoform X1","","","",""
"LOC111137868",1,"XP_022345270.1","NC_035784.1","Gnomon","CDS","34088054","34088103",".","-","0","cds29955","rna32676","myeloid leukemia factor 1-like","","","",""
"LOC111103647",23,"XP_022292764.1","NC_035780.1","Gnomon","CDS","31316298","31316385",".","+","0","cds2923","rna3226","kelch domain-containing protein 10-like","F:GO:0003674","","","GO:0005515"
"LOC111136399",3,"XP_022342931.1","NC_035784.1","Gnomon","CDS","35530401","35530447",".","+","0","cds30157","rna32884","delta-1-pyrroline-5-carboxylate dehydrogenase%2C mitochondrial-like","GO:0006520;GO:0009056;GO:0009058;GO:0016491","EC:1.5.1.12","Acting on the CH-NH group of donors","GO:0003842;GO:0006525;GO:0006561;GO:0010133;GO:0016620;GO:0055114"
"LOC111133055",NA,"XP_022336827.1","NC_035784.1","Gnomon","CDS","35704901","35705049",".","-","0","cds30177","rna32904","uncharacterized protein LOC111133055","","","",""
"LOC111133052",3,"XP_022336824.1","NC_035784.1","Gnomon","CDS","35711263","35711334",".","+","0","cds30179","rna32906","delta-1-pyrroline-5-carboxylate dehydrogenase%2C mitochondrial-like","GO:0006520;GO:0009056;GO:0009058;GO:0016491","EC:1.5.1.12","Acting on the CH-NH group of donors","GO:0003842;GO:0006525;GO:0006561;GO:0010133;GO:0016620;GO:0055114"
"LOC111135557",46,"XP_022341421.1","NC_035784.1","Gnomon","CDS","35839589","35839839",".","-","2","cds30200","rna32927","phosphatidylinositol 4%2C5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","GO:0006629;GO:0007165;GO:0016301","EC:2.7.1.137","Phosphatidylinositol 3-kinase","GO:0016303;GO:0046854;GO:0048015"
"LOC111134207",NA,"XP_022338767.1","NC_035784.1","Gnomon","CDS","35934193","35934325",".","-","0","cds30216","rna32945","glutathione S-transferase-like","F:GO:0003674","","","GO:0005515"
"LOC111135746",3,"XP_022341777.1","NC_035784.1","Gnomon","CDS","36110934","36111281",".","+","0","cds30227","rna32956","forkhead box protein J3-like","F:GO:0003677; F:GO:0003700; C:GO:0005622; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003700;GO:0005667;GO:0006355;GO:0006355;GO:0043565"
"LOC111115300",65,"XP_022309703.1","NC_035780.1","Gnomon","CDS","31479381","31479626",".","+","0","cds2936","rna3239","zinc finger protein 76-like","F:GO:0003674","","","GO:0003676"
"LOC111138461",15,"XP_022346147.1","NC_035784.1","Gnomon","CDS","36421267","36421353",".","+","0","cds30265","rna32998","origin recognition complex subunit 2-like","C:GO:0005634; C:GO:0005694; P:GO:0009058; C:GO:0032991","","","GO:0000808;GO:0005634;GO:0006260"
"LOC111136643",106,"XP_022343352.1","NC_035784.1","Gnomon","CDS","36788809","36788877",".","-","0","cds30302","rna33069","FACT complex subunit SPT16-like","C:GO:0005654; C:GO:0032991","","","GO:0035101"
"LOC111135380",69,"XP_022341101.1","NC_035784.1","Gnomon","CDS","36919955","36919961",".","-","0","cds30317","rna33084","serine/threonine-protein phosphatase 4 regulatory subunit 1-like isoform X1","C:GO:0005622; P:GO:0007165; F:GO:0030234; C:GO:0032991","","","GO:0007165;GO:0019888;GO:0030289;GO:0050790"
"LOC111136461",57,"XP_022343031.1","NC_035784.1","Gnomon","CDS","36961752","36961798",".","-","0","cds30330","rna33097","uncharacterized protein LOC111136461 isoform X1","F:GO:0003674","","","GO:0003676"
"LOC111135830",53,"XP_022341931.1","NC_035784.1","Gnomon","CDS","37143751","37143975",".","+","0","cds30350","rna33118","PHD finger protein 12-like","F:GO:0003674","","","GO:0005515"
"LOC111138291",NA,"XP_022345876.1","NC_035784.1","Gnomon","CDS","37180697","37180797",".","-","0","cds30355","rna33123","uncharacterized protein LOC111138291","","","",""
"LOC111136738",28,"XP_022343535.1","NC_035784.1","Gnomon","CDS","37339140","37339150",".","+","0","cds30377","rna33145","uncharacterized protein LOC111136738","","","",""
"LOC111136709",NA,"XP_022343492.1","NC_035784.1","Gnomon","CDS","37502496","37502502",".","-","0","cds30402","rna33170","cytidine deaminase-like","GO:0016810;GO:0034655;GO:0043167;GO:0044281","EC:3.5.4.5","Cytidine deaminase","GO:0004126;GO:0006206;GO:0008270;GO:0009972"
"LOC111135880",17,"XP_022342025.1","NC_035784.1","Gnomon","CDS","37571011","37571034",".","+","0","cds30407","rna33175","ubiquitin conjugation factor E4 B-like","F:GO:0003674; C:GO:0005622; P:GO:0006464; P:GO:0009056; C:GO:0032991","","","GO:0000151;GO:0006511;GO:0016567;GO:0034450"
"LOC111135179",NA,"XP_022340717.1","NC_035784.1","Gnomon","CDS","37586228","37586233",".","+","0","cds30409","rna33177","uncharacterized protein LOC111135179 isoform X1","","","",""
"LOC111135177",17,"XP_022340715.1","NC_035784.1","Gnomon","CDS","37623813","37626020",".","-","0","cds30415","rna33183","slit homolog 3 protein-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111136255",NA,"XP_022342673.1","NC_035784.1","Gnomon","CDS","38166577","38166843",".","-","0","cds30520","rna33290","hillarin-like","","","",""
"LOC111135106",20,"XP_022340550.1","NC_035784.1","Gnomon","CDS","38203897","38204008",".","+","0","cds30525","rna33296","fructose-bisphosphate aldolase-like","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016829;GO:0044281","EC:4.1.2.13","Fructose-bisphosphate aldolase","GO:0004332;GO:0006000;GO:0006013;GO:0006020;GO:0006094;GO:0006096;GO:0006098;GO:0015976"
"LOC111099129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111136337",NA,"XP_022342813.1","NC_035784.1","Gnomon","CDS","38948298","38948785",".","+","0","cds30619","rna33400","nuclear pore complex protein Nup214-like","","","",""
"LOC111136339",NA,"XP_022342816.1","NC_035784.1","Gnomon","CDS","38972701","38972890",".","+","0","cds30620","rna33401","uncharacterized protein LOC111136339","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111136368",NA,"XP_022342883.1","NC_035784.1","Gnomon","CDS","39000932","39001005",".","-","0","cds30622","rna33403","coactosin-like protein","C:GO:0005622; F:GO:0008092","","","GO:0003779;GO:0005622"
"LOC111133535",NA,"XP_022337711.1","NC_035784.1","Gnomon","CDS","39915136","39915159",".","+","0","cds30777","rna33567","uncharacterized protein LOC111133535 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111133458",8,"XP_022337597.1","NC_035784.1","Gnomon","CDS","39971305","39971366",".","+","0","cds30786","rna33577","tRNA pseudouridine synthase-like 1","F:GO:0003723; F:GO:0016853; P:GO:0034641","","","GO:0001522;GO:0003723;GO:0009982"
"LOC111134850",17,"XP_022340019.1","NC_035784.1","Gnomon","CDS","40278043","40278118",".","+","0","cds30826","rna33619","ATP-dependent RNA helicase DHX36-like","GO:0004386;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003676;GO:0004386;GO:0005524"
"LOC111135411",24,"XP_022341160.1","NC_035784.1","Gnomon","CDS","40338272","40338373",".","+","0","cds30834","rna33627","E3 ubiquitin-protein ligase MYLIP-like","C:GO:0005856","","","GO:0005856"
"LOC111133736",7,"XP_022338067.1","NC_035784.1","Gnomon","CDS","40408417","40408601",".","-","0","cds30845","rna33639","centromere protein T-like","F:GO:0003677; C:GO:0005694; C:GO:0032991; P:GO:0051276; P:GO:0065003","","","GO:0000776;GO:0003677;GO:0046982;GO:0051382"
"LOC111136393",NA,"XP_022342919.1","NC_035784.1","Gnomon","CDS","40801599","40801689",".","+","0","cds30891","rna33686","uncharacterized protein LOC111136393 isoform X1","P:GO:0005975; F:GO:0016798","","","GO:0004553;GO:0005975"
"LOC111136560",17,"XP_022343209.1","NC_035784.1","Gnomon","CDS","41663217","41663353",".","-","0","cds31029","rna33832","T-complex protein 1 subunit zeta-like","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111136557",25,"XP_022343206.1","NC_035784.1","Gnomon","CDS","41669254","41669378",".","+","0","cds31030","rna33833","NADPH--cytochrome P450 reductase-like","GO:0016491;GO:0043167","EC:1.6.2.4","NADPH--hemoprotein reductase","GO:0003958;GO:0006118;GO:0010181;GO:0055114"
"LOC111135459",NA,"XP_022341258.1","NC_035784.1","Gnomon","CDS","41790539","41790628",".","+","0","cds31049","rna33853","gamma-aminobutyric acid receptor-associated protein","","","",""
"LOC111124262",52,"XP_022322857.1","NC_035780.1","Gnomon","CDS","32219083","32219085",".","+","0","cds3000","rna3309","kynureninase-like isoform X1","GO:0005737;GO:0006520;GO:0009056;GO:0009058;GO:0034641;GO:0043167;GO:0051186","EC:3.7.1.3","Kynureninase","GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429"
"LOC111138188",NA,"XP_022345751.1","NC_035784.1","Gnomon","CDS","42721572","42721577",".","-","0","cds31130","rna33973","uncharacterized protein LOC111138188","","","",""
"LOC111133942",NA,"XP_022338395.1","NC_035784.1","Gnomon","CDS","42726814","42726822",".","-","0","cds31131","rna33974","uncharacterized protein LOC111133942","","","",""
"LOC111133940",NA,"XP_022338393.1","NC_035784.1","Gnomon","CDS","42744696","42744701",".","-","0","cds31133","rna33976","uncharacterized protein LOC111133940","","","",""
"LOC111114811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111135240",35,"XP_022340823.1","NC_035784.1","Gnomon","CDS","43270820","43270882",".","-","0","cds31190","rna34044","uncharacterized protein LOC111135240 isoform X1","","","",""
"LOC111133384",33,"XP_022337449.1","NC_035784.1","Gnomon","CDS","43901738","43901873",".","-","0","cds31248","rna34107","guanine nucleotide-binding protein G(s) subunit alpha-like","GO:0003924;GO:0007165;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525;GO:0007186;GO:0031683"
"LOC111133449",NA,"XP_022337590.1","NC_035784.1","Gnomon","CDS","45009724","45009914",".","-","0","cds31320","rna34217","D-aspartate oxidase-like","GO:0006520;GO:0016491;GO:0043167","EC:1.4.3.3","D-amino-acid oxidase","GO:0003884;GO:0006118;GO:0006525;GO:0006544;GO:0006560;GO:0006563;GO:0006566;GO:0006591;GO:0046416;GO:0055114;GO:0071949"
"LOC111124544",50,"XP_022323196.1","NC_035780.1","Gnomon","CDS","32463534","32463727",".","-","0","cds3071","rna3381","uncharacterized protein LOC111124544 isoform X1","P:GO:0000003; P:GO:0007049","","","GO:0051321"
"LOC111132398",NA,"XP_022335908.1","NC_035784.1","Gnomon","CDS","46292221","46293364",".","+","0","cds31430","rna34352","uncharacterized protein LOC111132398","F:GO:0003674","","","GO:0005515"
"LOC111136683",103,"XP_022343431.1","NC_035784.1","Gnomon","CDS","46341491","46341618",".","-","0","cds31436","rna34358","mediator of RNA polymerase II transcription subunit 24-like isoform X1","C:GO:0005654; C:GO:0032991","","","GO:0016592"
"LOC111137582",8,"XP_022344800.1","NC_035784.1","Gnomon","CDS","47124676","47124814",".","-","0","cds31490","rna34416","bifunctional polynucleotide phosphatase/kinase-like","F:GO:0003674","","","GO:0005515"
"LOC111135008",198,"XP_022340383.1","NC_035784.1","Gnomon","CDS","47651343","47651471",".","-","2","cds31523","rna34454","uncharacterized protein LOC111135008 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111136115",40,"XP_022342444.1","NC_035784.1","Gnomon","CDS","48105587","48106765",".","-","0","cds31542","rna34476","transcription initiation factor TFIID subunit 4-like","F:GO:0003700; C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003700;GO:0005669;GO:0006352;GO:0006355;GO:0006355;GO:0046982"
"LOC111101262",109,"XP_022289413.1","NC_035780.1","Gnomon","CDS","299132","299203",".","+","0","cds26","rna28","eukaryotic translation initiation factor 4 gamma 2-like","F:GO:0003723","","","GO:0003723;GO:0005515"
"LOC111136123",9,"XP_022342462.1","NC_035784.1","Gnomon","CDS","48464736","48464833",".","-","2","cds31573","rna34510","SEC14-like protein 2 isoform X1","","","",""
