"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111132037",NA,"XP_022335379.1","NC_035784.1","Gnomon","CDS","5759170","5759194",".","+","0","cds27008","rna29435","uncharacterized protein PFB0765w-like","","","",""
"LOC111132988",NA,"XP_022336698.1","NC_035784.1","Gnomon","CDS","5780734","5780736",".","+","0","cds27010","rna29438","uncharacterized protein LOC111132988 isoform X1","","","",""
"LOC111133209",NA,"XP_022337067.1","NC_035784.1","Gnomon","CDS","5866838","5866869",".","+","0","cds27019","rna29449","protein FAM92B-like isoform X1","","","",""
"LOC111131806",44,"XP_022335231.1","NC_035780.1","Gnomon","CDS","27842574","27842780",".","+","0","cds2609","rna2898","protein CDV3 homolog","","","",""
"LOC111137639",10,"XP_022344897.1","NC_035784.1","Gnomon","CDS","5966621","5966788",".","-","0","cds27035","rna29465","uncharacterized protein KIAA1841-like isoform X1","","","",""
"LOC111099062",NA,"XP_022286118.1","NC_035784.1","Gnomon","CDS","6195683","6195786",".","+","2","cds27049","rna29479","MAP kinase-activated protein kinase 5-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111132586",NA,"XP_022336124.1","NC_035784.1","Gnomon","CDS","6212639","6212908",".","+","0","cds27051","rna29481","uncharacterized protein LOC111132586","F:GO:0003674","","","GO:0005515"
"LOC111133032",NA,"XP_022336785.1","NC_035784.1","Gnomon","CDS","6553499","6553549",".","-","0","cds27084","rna29515","cartilage matrix protein-like","","","",""
"LOC111135042",9,"XP_022340439.1","NC_035784.1","Gnomon","CDS","6665883","6665950",".","+","2","cds27093","rna29531","uncharacterized protein LOC111135042","","","",""
"LOC111135040",NA,"XP_022340436.1","NC_035784.1","Gnomon","CDS","6815226","6815258",".","-","0","cds27097","rna29541","sphingomyelin phosphodiesterase 4-like isoform X1","GO:0003674;GO:0006629","EC:3.1.4.41","Sphingomyelin phosphodiesterase D","GO:0006687;GO:0050290"
"LOC111138025",3,"XP_022345486.1","NC_035784.1","Gnomon","CDS","6815557","6815588",".","+","0","cds27100","rna29544","protein FAM92B-like isoform X1","","","",""
"LOC111137308",NA,"XP_022344439.1","NC_035784.1","Gnomon","CDS","6912813","6912882",".","-","2","cds27118","rna29562","uncharacterized protein KIAA1841-like isoform X1","","","",""
"LOC111133338",NA,"XP_022337349.1","NC_035784.1","Gnomon","CDS","6915732","6915891",".","+","0","cds27121","rna29565","CD2 antigen cytoplasmic tail-binding protein 2-like","F:GO:0003674; C:GO:0005634; C:GO:0032991","","","GO:0005515;GO:0005682"
"LOC111132954",NA,"XP_022336623.1","NC_035784.1","Gnomon","CDS","6930289","6931154",".","+","0","cds27122","rna29566","uncharacterized protein LOC111132954","GO:0003674;GO:0006629;GO:0006810;GO:0009056","EC:3.1.1.1; EC:3.1.1.4","Carboxylesterase; Phospholipase A(2)","GO:0004623;GO:0009395;GO:0050482"
"LOC111132041",NA,"XP_022335384.1","NC_035784.1","Gnomon","CDS","7129025","7129121",".","-","0","cds27133","rna29577","ubiquitin carboxyl-terminal hydrolase 30-like","GO:0006464;GO:0008233;GO:0009056","EC:3.4.19.12","Ubiquitinyl hydrolase 1","GO:0006511;GO:0016579;GO:0036459"
"LOC111132035",NA,"XP_022335376.1","NC_035784.1","Gnomon","CDS","7129726","7129767",".","+","0","cds27134","rna29578","MAP kinase-activated protein kinase 5-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111132431",NA,"XP_022335945.1","NC_035784.1","Gnomon","CDS","7158714","7158983",".","+","0","cds27136","rna29580","uncharacterized protein LOC111132431","F:GO:0003674","","","GO:0005515"
"LOC111134286",52,"XP_022338894.1","NC_035784.1","Gnomon","CDS","7192356","7192579",".","+","0","cds27138","rna29582","telomerase-binding protein EST1A-like","F:GO:0003674","","","GO:0005515"
"LOC111136246",NA,"XP_022342663.1","NC_035784.1","Gnomon","CDS","7308701","7308811",".","+","1","cds27156","rna29601","uncharacterized protein LOC111136246 isoform X1","C:GO:0000228; C:GO:0032991; P:GO:0051276","","","GO:0006338;GO:0031011"
"LOC111133789",NA,"XP_022338163.1","NC_035784.1","Gnomon","CDS","7371301","7371517",".","-","0","cds27164","rna29610","uncharacterized protein LOC111133789","","","",""
"LOC111136855",NA,"XP_022343696.1","NC_035784.1","Gnomon","CDS","7405087","7405125",".","+","0","cds27167","rna29614","uncharacterized protein LOC111136855","F:GO:0003674","","","GO:0005515"
"LOC111135404",67,"XP_022341143.1","NC_035784.1","Gnomon","CDS","7587466","7587584",".","-","0","cds27183","rna29630","uncharacterized protein LOC111135404 isoform X1","","","",""
"LOC111133642",14,"XP_022337875.1","NC_035784.1","Gnomon","CDS","7603419","7603426",".","-","0","cds27188","rna29635","transcription and mRNA export factor ENY2","F:GO:0003674; C:GO:0005635; C:GO:0005654; P:GO:0006913; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0000124;GO:0003713;GO:0005643;GO:0005667;GO:0006406;GO:0045893;GO:0045893"
"LOC111137967",23,"XP_022345406.1","NC_035784.1","Gnomon","CDS","7648224","7648289",".","-","0","cds27191","rna29638","coiled-coil domain-containing protein 189-like","","","",""
"LOC111132416",17,"XP_022335926.1","NC_035784.1","Gnomon","CDS","7731378","7731488",".","-","0","cds27203","rna29650","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0031418;GO:0055114"
"LOC111133937",NA,"XP_022338389.1","NC_035784.1","Gnomon","CDS","7731758","7731856",".","+","0","cds27204","rna29651","UPF0545 protein C22orf39 homolog","","","",""
"LOC111136949",10,"XP_022343844.1","NC_035784.1","Gnomon","CDS","7894593","7894646",".","-","0","cds27218","rna29668","glycoprotein 3-alpha-L-fucosyltransferase A-like","C:GO:0005575; P:GO:0006464; P:GO:0009058; F:GO:0016757","","","GO:0006486;GO:0008417;GO:0016020"
"LOC111124866",NA,"XP_022323857.1","NC_035780.1","Gnomon","CDS","28083733","28084186",".","+","0","cds2628","rna2919","uncharacterized protein LOC111124866","","","",""
"LOC111136958",24,"XP_022343860.1","NC_035784.1","Gnomon","CDS","8064338","8064440",".","+","0","cds27234","rna29684","NACHT and WD repeat domain-containing protein 2-like","F:GO:0003674","","","GO:0005515"
"LOC111135544",6,"XP_022341404.1","NC_035784.1","Gnomon","CDS","8336761","8336835",".","-","1","cds27272","rna29723","proline-serine-threonine phosphatase-interacting protein 2-like isoform X1","","","",""
"LOC111137029",NA,"XP_022343964.1","NC_035784.1","Gnomon","CDS","8360571","8360708",".","-","0","cds27277","rna29728","uncharacterized protein LOC111137029","F:GO:0003674; C:GO:0005575; P:GO:0055085","","","GO:0005215;GO:0006814;GO:0016020;GO:0055085"
"LOC111137903",6,"XP_022345314.1","NC_035784.1","Gnomon","CDS","8505253","8505424",".","+","0","cds27296","rna29750","LOW QUALITY PROTEIN: 60S acidic ribosomal protein P2-like","F:GO:0003735; C:GO:0005840; P:GO:0006412; P:GO:0042254","","","GO:0003735;GO:0005840;GO:0006414;GO:0042254"
"LOC111137080",NA,"XP_022344038.1","NC_035784.1","Gnomon","CDS","8902421","8902863",".","-","0","cds27323","rna29778","slit homolog 3 protein-like","F:GO:0003674","","","GO:0005515"
"LOC111099200",29,"XP_022286339.1","NC_035784.1","Gnomon","CDS","8941497","8941675",".","+","1","cds27325","rna29782","WW domain-containing oxidoreductase-like","F:GO:0003674","","","GO:0005515"
"LOC111137143",NA,"XP_022344167.1","NC_035780.1","Gnomon","CDS","28178329","28178353",".","-","0","cds2644","rna2935","uncharacterized protein LOC111137143","","","",""
"LOC111135475",NA,"XP_022341288.1","NC_035784.1","Gnomon","CDS","9397623","9397686",".","+","0","cds27371","rna29849","14-3-3 protein epsilon-like","F:GO:0003674","","","GO:0019904"
"LOC111135060",48,"XP_022340473.1","NC_035784.1","Gnomon","CDS","9424291","9424353",".","-","0","cds27372","rna29850","probable RNA-binding protein 19","F:GO:0003674","","","GO:0003676"
"LOC111118643",28,"XP_022313911.1","NC_035780.1","Gnomon","CDS","28214417","28215476",".","+","0","cds2646","rna2937","protein arginine N-methyltransferase 1-like","P:GO:0006464; F:GO:0008168","","","GO:0006479;GO:0008168"
"LOC111137151",NA,"XP_022344174.1","NC_035784.1","Gnomon","CDS","9425911","9425946",".","+","0","cds27373","rna29851","p53 apoptosis effector related to PMP-22-like","","","",""
"LOC111137166",NA,"XP_022344195.1","NC_035784.1","Gnomon","CDS","9446384","9446940",".","+","2","cds27374","rna29852","3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3-like isoform X1","GO:0006629;GO:0009058;GO:0016491","EC:1.1.1.145","3-beta-hydroxy-Delta(5)-steroid dehydrogenase","GO:0003854;GO:0006694;GO:0008207;GO:0008209;GO:0008210;GO:0055114"
"LOC111134033",NA,"XP_022338511.1","NC_035784.1","Gnomon","CDS","9470530","9470587",".","-","0","cds27377","rna29855","uncharacterized protein LOC111134033","","","",""
"LOC111133503",10,"XP_022337663.1","NC_035784.1","Gnomon","CDS","9473069","9473206",".","+","0","cds27378","rna29856","microsomal glutathione S-transferase 3-like","","","",""
"LOC111137631",NA,"XP_022344879.1","NC_035784.1","Gnomon","CDS","9494051","9495022",".","-","0","cds27387","rna29865","alpha-1B adrenergic receptor-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111137632",NA,"XP_022344888.1","NC_035784.1","Gnomon","CDS","9529236","9529299",".","-","0","cds27390","rna29868","14-3-3 protein epsilon-like","F:GO:0003674","","","GO:0019904"
"LOC111136617",NA,"XP_022343305.1","NC_035784.1","Gnomon","CDS","9844491","9844632",".","+","0","cds27404","rna29884","probable transporter MCH1","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111133563",NA,"XP_022337746.1","NC_035784.1","Gnomon","CDS","10032741","10032865",".","+","2","cds27418","rna29900","rab GTPase-binding effector protein 1-like isoform X1","P:GO:0007165; P:GO:0008283; P:GO:0016192; F:GO:0030234; P:GO:0040007; F:GO:0043167","","","GO:0005096;GO:0006897;GO:0007165;GO:0008083;GO:0008283;GO:0040007;GO:0046872"
"LOC111133564",18,"XP_022337752.1","NC_035784.1","Gnomon","CDS","10054534","10054730",".","+","2","cds27422","rna29904","SH2B adapter protein 1-like","F:GO:0003674; P:GO:0007165","","","GO:0007165;GO:0035591"
"LOC111138028",NA,"XP_022345492.1","NC_035784.1","Gnomon","CDS","10070733","10071389",".","+","0","cds27427","rna29909","septin-2-like isoform X1","F:GO:0043167; P:GO:0051301","","","GO:0005525;GO:0051301"
"LOC111135633",NA,"XP_022341572.1","NC_035784.1","Gnomon","CDS","10171357","10171477",".","+","0","cds27439","rna29922","uncharacterized protein LOC111135633 isoform X1","","","",""
"LOC111135630",NA,"XP_022341568.1","NC_035784.1","Gnomon","CDS","10174157","10174204",".","-","0","cds27441","rna29924","cartilage matrix protein-like isoform X1","F:GO:0005198; C:GO:0031012","","","GO:0005201;GO:0031012;GO:0062023"
"LOC111133769",2,"XP_022338119.1","NC_035784.1","Gnomon","CDS","10199999","10200192",".","-","0","cds27444","rna29927","calpain-B-like","GO:0005622;GO:0008233","EC:3.4.22","Acting on peptide bonds (peptidases)","GO:0004198;GO:0005622;GO:0006508"
"LOC111132496",NA,"XP_022336020.1","NC_035784.1","Gnomon","CDS","10203971","10204132",".","+","0","cds27445","rna29928","uncharacterized protein LOC111132496","","","",""
"LOC111132495",10,"XP_022336016.1","NC_035784.1","Gnomon","CDS","10217321","10217438",".","-","0","cds27448","rna29931","NADPH oxidoreductase A-like isoform X1","F:GO:0016491; F:GO:0043167","","","GO:0010181;GO:0016491;GO:0055114"
"LOC111135902",NA,"XP_022342067.1","NC_035784.1","Gnomon","CDS","10287865","10288944",".","+","0","cds27472","rna29955","uncharacterized protein LOC111135902 isoform X1","","","",""
"LOC111137768",6,"XP_022345117.1","NC_035784.1","Gnomon","CDS","10377593","10377721",".","+","1","cds27495","rna29978","FACT complex subunit SSRP1-like","F:GO:0003677; C:GO:0005634","","","GO:0003677;GO:0005634"
"LOC111099153",6,"XP_022286249.1","NC_035784.1","Gnomon","CDS","10395102","10395242",".","-","0","cds27498","rna29981","uncharacterized protein LOC111099153","","","",""
"LOC111134823",5,"XP_022339956.1","NC_035784.1","Gnomon","CDS","10519662","10520474",".","-","0","cds27516","rna29999","LOW QUALITY PROTEIN: septin-2-like","F:GO:0043167; P:GO:0051301","","","GO:0005525;GO:0051301"
"LOC111135856",23,"XP_022341984.1","NC_035784.1","Gnomon","CDS","10675799","10675987",".","-","0","cds27534","rna30019","LOW QUALITY PROTEIN: cytochrome P450 4F6-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111125844",NA,"XP_022325735.1","NC_035780.1","Gnomon","CDS","28427461","28427640",".","+","0","cds2658","rna2949","deoxyribonuclease-1-like isoform X1","F:GO:0004518; P:GO:0006259; P:GO:0034655","","","GO:0004536;GO:0006308"
"LOC111132908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111132897",13,"XP_022336533.1","NC_035784.1","Gnomon","CDS","10988279","10988368",".","-","0","cds27556","rna30045","transmembrane protein 120A-like","C:GO:0005575","","","GO:0016021"
"LOC111133336",NA,"XP_022337346.1","NC_035784.1","Gnomon","CDS","11060284","11060317",".","+","0","cds27570","rna30060","uncharacterized protein C1orf50 homolog isoform X1","","","",""
"LOC111137557",NA,"XP_022344760.1","NC_035784.1","Gnomon","CDS","11093142","11093577",".","-","1","cds27575","rna30066","uncharacterized protein LOC111137557","","","",""
"LOC111132852",22,"XP_022336449.1","NC_035784.1","Gnomon","CDS","11863206","11863359",".","-","0","cds27609","rna30122","uncharacterized protein LOC111132852","","","",""
"LOC111121126",NA,"XP_022317972.1","NC_035780.1","Gnomon","CDS","28530610","28530654",".","+","0","cds2670","rna2961","thyrotropin-releasing hormone receptor-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111135490",NA,"XP_022341316.1","NC_035784.1","Gnomon","CDS","11919145","11919209",".","-","0","cds27614","rna30127","dCTP pyrophosphatase 1-like","GO:0003674;GO:0009058;GO:0034655;GO:0044281","EC:3.6.1.19","Acting on acid anhydrides","GO:0006144;GO:0006206;GO:0009143;GO:0047429"
"LOC111135486",NA,"XP_022341308.1","NC_035784.1","Gnomon","CDS","11912635","11912729",".","+","0","cds27615","rna30128","uncharacterized protein LOC111135486 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111135488",NA,"XP_022341311.1","NC_035784.1","Gnomon","CDS","11918003","11918201",".","-","0","cds27619","rna30132","uncharacterized protein LOC111135488 isoform X1","F:GO:0003674","","","GO:0003676"
"LOC111135011",NA,"XP_022340393.1","NC_035784.1","Gnomon","CDS","12019404","12019532",".","+","2","cds27641","rna30156","uncharacterized protein LOC111135011","","","",""
"LOC111135009",54,"XP_022340386.1","NC_035784.1","Gnomon","CDS","12033352","12033535",".","+","1","cds27642","rna30157","anaphase-promoting complex subunit 7-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111135243",60,"XP_022340832.1","NC_035784.1","Gnomon","CDS","12094596","12094799",".","-","0","cds27650","rna30165","trafficking protein particle complex subunit 11-like","","","",""
"LOC111133238",NA,"XP_022337137.1","NC_035784.1","Gnomon","CDS","12164769","12165827",".","-","0","cds27663","rna30178","inhibitor of apoptosis protein-like","","","",""
"LOC111133891",61,"XP_022338310.1","NC_035784.1","Gnomon","CDS","12474059","12474127",".","-","2","cds27738","rna30255","MORN repeat-containing protein 1-like isoform X1","","","",""
"LOC111133892",47,"XP_022338323.1","NC_035784.1","Gnomon","CDS","12497247","12497276",".","+","0","cds27740","rna30257","N-terminal EF-hand calcium-binding protein 1-like","F:GO:0043167","","","GO:0005509"
"LOC111134710",41,"XP_022339726.1","NC_035784.1","Gnomon","CDS","12603115","12603759",".","+","0","cds27747","rna30264","uncharacterized protein LOC111134710","","","",""
"LOC111133337",18,"XP_022337348.1","NC_035784.1","Gnomon","CDS","12699458","12700441",".","-","0","cds27757","rna30274","non-homologous end-joining factor 1-like","C:GO:0005634; P:GO:0006259; P:GO:0006950","","","GO:0005634;GO:0006302"
"LOC111133926",37,"XP_022338374.1","NC_035784.1","Gnomon","CDS","12709492","12709565",".","+","0","cds27758","rna30275","coiled-coil domain-containing protein 86-like isoform X1","","","",""
"LOC111134426",77,"XP_022339133.1","NC_035784.1","Gnomon","CDS","12720558","12720603",".","-","0","cds27760","rna30277","LOW QUALITY PROTEIN: autism susceptibility gene 2 protein-like","","","",""
"LOC111133868",NA,"XP_022338283.1","NC_035784.1","Gnomon","CDS","12928012","12928191",".","-","2","cds27780","rna30300","protocadherin-23-like","C:GO:0005575; P:GO:0007155; F:GO:0043167","","","GO:0005509;GO:0007156;GO:0016020"
"LOC111136675",9,"XP_022343412.1","NC_035784.1","Gnomon","CDS","12937056","12937150",".","+","0","cds27781","rna30301","LOW QUALITY PROTEIN: pachytene checkpoint protein 2 homolog","F:GO:0043167","","","GO:0005524"
"LOC111135355",64,"XP_022341041.1","NC_035784.1","Gnomon","CDS","12988290","12988389",".","+","0","cds27786","rna30306","trichohyalin-like isoform X1","","","",""
"LOC111133168",NA,"XP_022337000.1","NC_035784.1","Gnomon","CDS","13202683","13204029",".","+","0","cds27814","rna30339","pantetheinase-like","P:GO:0008150; F:GO:0016810","","","GO:0006807;GO:0016811"
"LOC111123744",13,"XP_022322036.1","NC_035780.1","Gnomon","CDS","28739323","28739602",".","-","0","cds2691","rna2982","metallophosphoesterase MPPED2-like isoform X1","F:GO:0003674","","","GO:0016787"
"LOC111133875",NA,"XP_022338289.1","NC_035784.1","Gnomon","CDS","13648546","13648646",".","+","0","cds27870","rna30400","uncharacterized protein LOC111133875 isoform X1","","","",""
"LOC111136763",NA,"XP_022343568.1","NC_035784.1","Gnomon","CDS","13704780","13704880",".","+","0","cds27873","rna30404","uncharacterized protein LOC111136763","","","",""
"LOC111137136",NA,"XP_022344154.1","NC_035784.1","Gnomon","CDS","13713505","13713617",".","+","0","cds27875","rna30406","uncharacterized protein LOC111137136 isoform X1","","","",""
"LOC111135639",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111114715",27,"XP_022308861.1","NC_035780.1","Gnomon","CDS","28889678","28889713",".","+","0","cds2725","rna3016","uncharacterized protein LOC111114715 isoform X1","GO:0009058;GO:0016829;GO:0043167","EC:4.1.1.82","Phosphonopyruvate decarboxylase","GO:0000287;GO:0030976;GO:0032923;GO:0033980"
"LOC111134057",91,"XP_022338554.1","NC_035784.1","Gnomon","CDS","14257335","14257503",".","+","0","cds27907","rna30444","uncharacterized protein LOC111134057","","","",""
"LOC111138339",NA,"XP_022345964.1","NC_035784.1","Gnomon","CDS","14675330","14675343",".","-","0","cds27936","rna30475","pathogenesis-related leaf protein 4-like","","","",""
"LOC111136154",7,"XP_022342511.1","NC_035784.1","Gnomon","CDS","14814791","14814839",".","-","0","cds27943","rna30483","LOW QUALITY PROTEIN: uncharacterized protein LOC111136154","","","",""
"LOC111136151",10,"XP_022342504.1","NC_035784.1","Gnomon","CDS","14821598","14821702",".","+","0","cds27944","rna30484","tubulin delta chain-like","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017"
"LOC111138181",45,"XP_022345739.1","NC_035784.1","Gnomon","CDS","14854956","14855069",".","-","0","cds27950","rna30490","ubiquitin-protein ligase E3B-like","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0005515;GO:0016567"
